DIVISION,TEAM_NAME,SCHEDULE_LINK
Girls U10 Division 1/2,Lakota Futbol Club Lakota FC G16 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3220523
Girls U10 Division 1/2,Cincy SC Cincy SC G16 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3223123
Girls U10 Division 1/2,Cincinnati United CUSE 16G Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224415
Girls U10 Division 1/2,Cincinnati United CULM 16G Atletico,https://system.gotsport.com/org_event/events/43740/schedules?team=3223048
Girls U10 Division 1/2,Fairfield Optimist Soccer Club FOSC G16 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3218744
Girls U10 Division 1/2,Total Futbol Academy(OH) TFA G16 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3204271
Girls U10 Division 3,Fusion FC NKY Fusion FC G16 Green,https://system.gotsport.com/org_event/events/43740/schedules?team=3253350
Girls U10 Division 3,Impact GFC Impact GFC G16 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3216436
Girls U10 Division 3,Cincinnati United CUSE 16G Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224422
Girls U10 Division 3,Eclipse FC Eclipse East FC G16 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3172358
Girls U10 Division 3,Lakota Futbol Club Lakota FC G16 Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3220526
Girls U10 Division 3,FC Storm FC Storm G16 Loveland Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162586
Girls U10 Division 3,Ohio United FC Ohio United FC G16 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3225912
Girls U10 Division 4,Mercury Mercury G16 North 2,https://system.gotsport.com/org_event/events/43740/schedules?team=3231920
Girls U10 Division 4,FC Storm FC Storm G16 IH Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162605
Girls U10 Division 4,Cincy SC Cincy SC G16 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3223120
Girls U10 Division 4,Cincinnati United CUSE 16G Chelsea,https://system.gotsport.com/org_event/events/43740/schedules?team=3224426
Girls U10 Division 4,Independence SC ISC G16 Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3215972
Girls U10 Division 4,Cincinnati West CWSC G16 Academy Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3162337
Girls U10 Division 5,Kolping SC Kolping SC G16 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217632
Girls U10 Division 5,Waynesville FC Waynesville FC G2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3219836
Girls U10 Division 5,Little Miami FC Little Miami FC 2016 Girls,https://system.gotsport.com/org_event/events/43740/schedules?team=3200740
Girls U10 Division 5,NWC Alliance Soccer Club NWC Alliance 16/17 (U9) Girls Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3200338
Girls U10 Division 5,Cincinnati United CUSM 16G Bordeaux,https://system.gotsport.com/org_event/events/43740/schedules?team=3222968
Girls U10 Division 5,Cincinnati United CUSE 16G Dortmund,https://system.gotsport.com/org_event/events/43740/schedules?team=3224428
Girls U10 Division 5,Monroe Premier FC Monroe Premier FC 2016G,https://system.gotsport.com/org_event/events/43740/schedules?team=3140543
Girls U10 Division 5,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier G2016 Maroon,https://system.gotsport.com/org_event/events/43740/schedules?team=3223339
Girls U10 Division 5,Cincy SC Cincy SC G16 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223117
Girls U10 Division 5,FC Dayton FC Dayton G16 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3195920
Girls U10 Division 5,FC Storm FC Storm G16 Loveland White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162594
Girls U10 Division 6,Total Futbol Academy(OH) TFA G16 Gold,https://system.gotsport.com/org_event/events/43740/schedules?team=3200936
Girls U10 Division 6,Cincinnati United CULM 16G Bilbao,https://system.gotsport.com/org_event/events/43740/schedules?team=3223108
Girls U10 Division 6,Cincy SC Cincy SC G16 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3223110
Girls U10 Division 6,Lawrenceburg Greendale Soccer Club LGSC G16/17 Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3143497
Girls U10 Division 6,Cincinnati United CUSE 16G Everton,https://system.gotsport.com/org_event/events/43740/schedules?team=3224430
Girls U10 Division 6,Lakota Futbol Club Lakota FC G16 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3195290
Girls U10 Division 6,Kings Hammer Soccer Club KHPA CINCY G16-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3183996
Girls U10 Division 6,Fairfield Optimist Soccer Club FOSC G16 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3218781
Girls U10 Division 7/8,On Goal Passion FC Passion FC 2016G Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3187043
Girls U10 Division 7/8,Fusion FC NKY Fusion FC G16 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3253374
Girls U10 Division 7/8,Cincy SC Cincy SC G16 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223109
Girls U10 Division 7/8,NWC Alliance Soccer Club NWC Alliance 16/17 (U9) Girls Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3200429
Girls U10 Division 7/8,Independence SC ISC G16 Roaring Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3202008
Girls U10 Division 7/8,Edgewood Premier FC Edgewood Premier FC G16,https://system.gotsport.com/org_event/events/43740/schedules?team=3223724
Girls U10 Division 7/8,Kings Hammer Soccer Club KHPA NKY G16-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3186405
Girls U10 Division 9,Pleasant Ridge Football Club Pleasant Ridge Football Club G2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3187833
Girls U10 Division 9,Fusion FC NKY Fusion FC G16 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3222948
Girls U10 Division 9,Cincinnati United CU Northwest 16/17G Atalanta,https://system.gotsport.com/org_event/events/43740/schedules?team=3229137
Girls U10 Division 9,Kolping SC Kolping SC G16 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217652
Girls U10 Division 9,Independence SC ISC G16 Sporting Jaguars,https://system.gotsport.com/org_event/events/43740/schedules?team=3197373
Girls U10 Division 9,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier G2016 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223347
Girls U10 Division 9,FC Storm FC Storm G16 Loveland Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3162601
Girls U10 Division 10,Campbell Soccer Club (CSC) CSC U10G Noll,https://system.gotsport.com/org_event/events/43740/schedules?team=3213296
Girls U10 Division 10,Oak Hills Youth Athletics Oak Hills Premier Girls 2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3222753
Girls U10 Division 10,LSO United LSO United G16,https://system.gotsport.com/org_event/events/43740/schedules?team=3107045
Girls U10 Division 10,Elevate FC Elevate FC GU10 2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3253543
Girls U10 Division 10,Impact GFC Impact GFC G16 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3216443
Girls U10 Division 10,Oxford United FC(OH) Oxford United G2016,https://system.gotsport.com/org_event/events/43740/schedules?team=3183916
Girls U10 Division 10,Madeira FC Madeira FC G2016 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3171059
Girls U11 Division 2,Eclipse FC Eclipse FC Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3158043
Girls U11 Division 2,Cincy SC Cincy SC G15 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3223383
Girls U11 Division 2,Kings Hammer Soccer Club KHPA CINCY G15-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3183474
Girls U11 Division 2,Independence SC ISC G15 Jaguars FC,https://system.gotsport.com/org_event/events/43740/schedules?team=3197340
Girls U11 Division 2,Fairfield Optimist Soccer Club FOSC G15 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3218731
Girls U11 Division 3,Lawrenceburg Greendale Soccer Club LGSC G15 Lightning,https://system.gotsport.com/org_event/events/43740/schedules?team=3105199
Girls U11 Division 3,STAR Rush Cincinnati STAR Rush G2015 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3220130
Girls U11 Division 3,Total Futbol Academy(OH) TFA G15 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3228865
Girls U11 Division 3,Eclipse FC Eclipse East FC Strikers,https://system.gotsport.com/org_event/events/43740/schedules?team=3168750
Girls U11 Division 3,Northwest Cincy Soccer Coalition Northwest Cincy SC G15 Fire,https://system.gotsport.com/org_event/events/43740/schedules?team=3225600
Girls U11 Division 3,Mercury SJB Premier G15 Blue Jays,https://system.gotsport.com/org_event/events/43740/schedules?team=3182350
Girls U11 Division 3,Kings Hammer Soccer Club KHPA NKY G15-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3179644
Girls U11 Division 3,Cincy SC Cincy SC G15 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223388
Girls U11 Division 3,NWC Alliance Soccer Club NWC Alliance 15/16 (U10) Girls Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3200521
Girls U11 Division 4,Waynesville FC Waynesville FC G2015,https://system.gotsport.com/org_event/events/43740/schedules?team=3220377
Girls U11 Division 4,Ohio United FC Ohio United FC G15 Chaos,https://system.gotsport.com/org_event/events/43740/schedules?team=3225928
Girls U11 Division 4,Lakota Futbol Club Lakota FC G15 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3216398
Girls U11 Division 4,Cincinnati United CU North 15G Elite 1,https://system.gotsport.com/org_event/events/43740/schedules?team=3223103
Girls U11 Division 4,FC Storm FC Storm G15 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162670
Girls U11 Division 4,Impact GFC Impact GFC G15 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3216432
Girls U11 Division 5,Cincinnati United CUSE 15G Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224432
Girls U11 Division 5,Fusion FC NKY Fusion FC G15 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3220410
Girls U11 Division 5,Eclipse FC Eclipse FC Tornadoes,https://system.gotsport.com/org_event/events/43740/schedules?team=3158142
Girls U11 Division 5,Cincy SC Cincy SC G15 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3223391
Girls U11 Division 5,Madeira FC Madeira FC G2015 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3222131
Girls U11 Division 6,Independence SC ISC G15 Green Dragons,https://system.gotsport.com/org_event/events/43740/schedules?team=3204345
Girls U11 Division 6,Alliance Cincinnati SC ACSC G2015/2016 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3232302
Girls U11 Division 6,Eclipse FC Eclipse FC Mayhem,https://system.gotsport.com/org_event/events/43740/schedules?team=3157482
Girls U11 Division 6,Cincinnati West CWSC G15 Academy Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3254422
Girls U11 Division 6,Impact GFC Impact GFC G15 Cheetahs,https://system.gotsport.com/org_event/events/43740/schedules?team=3218310
Girls U11 Division 6,FC Storm FC Storm G15 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162674
Girls U11 Division 6,Cincinnati United CUSE 15G Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224435
Girls U11 Division 6,Cincinnati United CU North 15G Puma One,https://system.gotsport.com/org_event/events/43740/schedules?team=3222935
Girls U11 Division 7,Kings Hammer Soccer Club KHPA CINCY G15-A,https://system.gotsport.com/org_event/events/43740/schedules?team=3186420
Girls U11 Division 7,On Goal Passion FC Passion FC 2015G Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3186962
Girls U11 Division 7,Lawrenceburg Greendale Soccer Club LGSC G15/16 Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3151438
Girls U11 Division 7,Cincinnati Elite FC Cincinnati Elite FC G15 Gold,https://system.gotsport.com/org_event/events/43740/schedules?team=3219204
Girls U11 Division 7,Oxford United FC(OH) Oxford United G2015,https://system.gotsport.com/org_event/events/43740/schedules?team=3183909
Girls U11 Division 7,Fairfield Optimist Soccer Club FOSC G15 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3222307
Girls U11 Division 8,Campbell Soccer Club (CSC) CSC U11G Barnes,https://system.gotsport.com/org_event/events/43740/schedules?team=3213303
Girls U11 Division 8,Clinton Massie SAY Premier Clinton Massie Premier G15,https://system.gotsport.com/org_event/events/43740/schedules?team=3069147
Girls U11 Division 8,NWC Alliance Soccer Club NWC Alliance 15/16 (U10) Girls Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3200530
Girls U11 Division 8,Independence SC ISC G15 Gold,https://system.gotsport.com/org_event/events/43740/schedules?team=3202017
Girls U11 Division 8,STAR Rush Cincinnati STAR Rush G2015 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220197
Girls U11 Division 9,Independence SC ISC G16 Dragons,https://system.gotsport.com/org_event/events/43740/schedules?team=3196601
Girls U11 Division 9,Mercury Mercury G15 West,https://system.gotsport.com/org_event/events/43740/schedules?team=3221338
Girls U11 Division 9,Campbell Soccer Club (CSC) CSC U11G Fort United,https://system.gotsport.com/org_event/events/43740/schedules?team=3213355
Girls U11 Division 9,Mercury Mercury Premier G16 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3224699
Girls U11 Division 9,Madeira FC Madeira FC G2015 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3183122
Girls U11 Division 9,Oak Hills Youth Athletics Oak Hills Premier Girls 2015 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3222749
Girls U11 Division 9,Monroe Premier FC Monroe Premier FC 2015G Avalanche,https://system.gotsport.com/org_event/events/43740/schedules?team=3123384
Girls U12 Division 1/2,Eclipse FC Eclipse East FC Hurricanes,https://system.gotsport.com/org_event/events/43740/schedules?team=3176530
Girls U12 Division 1/2,Alliance Cincinnati SC ACSC G2014 Gold Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3234913
Girls U12 Division 1/2,Madeira FC Madeira FC G2014 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3171000
Girls U12 Division 1/2,Eclipse FC Eclipse FC Thundercats,https://system.gotsport.com/org_event/events/43740/schedules?team=3158017
Girls U12 Division 1/2,Northwest Cincy Soccer Coalition Northwest Cincy SC G14 Starz,https://system.gotsport.com/org_event/events/43740/schedules?team=3225474
Girls U12 Division 1/2,Independence SC ISC G14 Rising Fury,https://system.gotsport.com/org_event/events/43740/schedules?team=3204455
Girls U12 Division 1/2,Kings Hammer Soccer Club KHPA NKY G14-1,https://system.gotsport.com/org_event/events/43740/schedules?team=3186370
Girls U12 Division 1/2,Lawrenceburg Greendale Soccer Club LGSC G14 United Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3135588
Girls U12 Division 1/2,Tempest FC TempesT FC Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3199782
Girls U12 Division 3,Cincy SC Cincy SC G14 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223348
Girls U12 Division 3,Lawrenceburg Greendale Soccer Club LGSC G14 Prowl,https://system.gotsport.com/org_event/events/43740/schedules?team=3151531
Girls U12 Division 3,FC Storm FC Storm G14 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3162706
Girls U12 Division 3,Mercury Mercury Jackets 2014/2015,https://system.gotsport.com/org_event/events/43740/schedules?team=3193406
Girls U12 Division 3,Independence SC ISC G14 Gators,https://system.gotsport.com/org_event/events/43740/schedules?team=3201159
Girls U12 Division 3,Cincinnati Elite FC Cincinnati Elite FC G14 Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3219193
Girls U12 Division 3,Monroe Premier FC Monroe Premier FC 2014G,https://system.gotsport.com/org_event/events/43740/schedules?team=3202823
Girls U12 Division 3,Cincinnati United CU North 14G Puma One,https://system.gotsport.com/org_event/events/43740/schedules?team=3223035
Girls U12 Division 4,Kolping SC Kolping SC G14 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217656
Girls U12 Division 4,On Goal Passion FC Passion FC 2014G Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3189072
Girls U12 Division 4,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier G2014 Maroon,https://system.gotsport.com/org_event/events/43740/schedules?team=3223332
Girls U12 Division 4,Lakota Futbol Club Lakota FC G14 Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3262777
Girls U12 Division 4,Fusion FC NKY Fusion FC G14 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3220441
Girls U12 Division 4,Impact GFC Impact GFC G14 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3216417
Girls U12 Division 4,Cincy SC Cincy SC G14 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3223358
Girls U12 Division 4,Kings Hammer Soccer Club KHPA NKY G14-2,https://system.gotsport.com/org_event/events/43740/schedules?team=3186376
Girls U12 Division 4,Independence SC ISC G14 Green Geckos,https://system.gotsport.com/org_event/events/43740/schedules?team=3196715
Girls U12 Division 4,Cincinnati United CUSE 14G Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3224370
Girls U12 Division 5,Independence SC ISC G14 Rebels,https://system.gotsport.com/org_event/events/43740/schedules?team=3219656
Girls U12 Division 5,Campbell Soccer Club (CSC) CSC U12G Duke Red Pandas,https://system.gotsport.com/org_event/events/43740/schedules?team=3213328
Girls U12 Division 5,FC Storm FC Storm G14 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162711
Girls U12 Division 5,Mercury Mercury Premier 2014 Girls Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3224692
Girls U12 Division 5,Impact GFC Impact GFC G14 Crush,https://system.gotsport.com/org_event/events/43740/schedules?team=3218480
Girls U12 Division 5,Kings Hammer Soccer Club KHPA CINCY G14-A,https://system.gotsport.com/org_event/events/43740/schedules?team=3183257
Girls U12 Division 5,Ohio United FC Ohio United FC G14 Academy,https://system.gotsport.com/org_event/events/43740/schedules?team=3225905
Girls U12 Division 6,Taylor Creek Youth Organization TCFC Hotshots G2014,https://system.gotsport.com/org_event/events/43740/schedules?team=3174294
Girls U12 Division 6,Fairfield Optimist Soccer Club FOSC G14 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3218688
Girls U12 Division 6,LSO United LSO United G14,https://system.gotsport.com/org_event/events/43740/schedules?team=3199850
Girls U12 Division 6,Fusion FC NKY Fusion FC G14 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220500
Girls U12 Division 6,Kings Hammer Soccer Club KHPA NKY G14-3,https://system.gotsport.com/org_event/events/43740/schedules?team=3179557
Girls U12 Division 6,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier G2014 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3223335
Girls U12 Division 7,NWC Alliance Soccer Club NWC Alliance 2014 (U12) Girls Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3200575
Girls U12 Division 7,Eclipse FC Eclipse East Havok Green,https://system.gotsport.com/org_event/events/43740/schedules?team=3181219
Girls U12 Division 7,Little Miami FC Little Miami FC 2014 Girls Green,https://system.gotsport.com/org_event/events/43740/schedules?team=3200700
Girls U12 Division 7,Oxford United FC(OH) Oxford United G2014,https://system.gotsport.com/org_event/events/43740/schedules?team=3183904
Girls U12 Division 7,Campbell Soccer Club (CSC) CSC U12G Ripberger,https://system.gotsport.com/org_event/events/43740/schedules?team=3213364
Girls U12 Division 7,Taylor Creek Youth Organization TCFC Galaxy G2014,https://system.gotsport.com/org_event/events/43740/schedules?team=3174302
Girls U12 Division 7,Fairfield Optimist Soccer Club FOSC Lebanon Warriors Premier G2014 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3223337
Girls U12 Division 7,Kolping SC Kolping Sc G14 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217667
Girls U13 Division 1,Cincinnati West CWSC G13 Academy Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3243993
Girls U13 Division 1,Campbell Soccer Club (CSC) CSC U13G Fury Hildebrand,https://system.gotsport.com/org_event/events/43740/schedules?team=3213376
Girls U13 Division 1,Independence SC ISC G14 United Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3216023
Girls U13 Division 1,Fusion FC NKY Fusion FC G13 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220465
Girls U13 Division 1,Cincy SC Cincy SC G13 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223133
Girls U13 Division 1,STAR Rush Cincinnati STAR Rush G2013 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3220222
Girls U13 Division 1,Cincinnati United CUSE 13G Elite,https://system.gotsport.com/org_event/events/43740/schedules?team=3224341
Girls U13 Division 1,Monroe Premier FC Monroe Premier FC 2013G Chaos,https://system.gotsport.com/org_event/events/43740/schedules?team=3107984
Girls U13 Division 3/4,Campbell Soccer Club (CSC) CSC U13G Clark,https://system.gotsport.com/org_event/events/43740/schedules?team=3213370
Girls U13 Division 3/4,On Goal Passion FC Passion FC 2013G Gray,https://system.gotsport.com/org_event/events/43740/schedules?team=3189049
Girls U13 Division 3/4,Cincinnati United CU North 13G Elite 1,https://system.gotsport.com/org_event/events/43740/schedules?team=3223150
Girls U13 Division 3/4,Cincy SC Cincy SC G13 Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3223132
Girls U13 Division 3/4,Fairfield Optimist Soccer Club FOSC G13 Premier,https://system.gotsport.com/org_event/events/43740/schedules?team=3218665
Girls U13 Division 3/4,Cincinnati United CUSE 13G Arsenal,https://system.gotsport.com/org_event/events/43740/schedules?team=3224352
Girls U13 Division 5,Cincinnati Elite FC Cincinnati Elite FC G13 Gold,https://system.gotsport.com/org_event/events/43740/schedules?team=3219174
Girls U13 Division 5,Northwest Cincy Soccer Coalition Northwest Cincy SC G13 Phoenix,https://system.gotsport.com/org_event/events/43740/schedules?team=3230366
Girls U13 Division 5,Mercury Mercury G13 West 1,https://system.gotsport.com/org_event/events/43740/schedules?team=3218695
Girls U13 Division 5,Cincinnati West CWSC G13 United Red,https://system.gotsport.com/org_event/events/43740/schedules?team=3244008
Girls U13 Division 5,Kings Hammer Soccer Club KHA CINCY G13-A,https://system.gotsport.com/org_event/events/43740/schedules?team=3223918
Girls U13 Division 5,Ohio United FC Ohio United FC G13 Ignite,https://system.gotsport.com/org_event/events/43740/schedules?team=3225944
Girls U13 Division 6,Pleasant Ridge Football Club Pleasant Ridge Football Club G2013,https://system.gotsport.com/org_event/events/43740/schedules?team=3187811
Girls U13 Division 6,Lawrenceburg Greendale Soccer Club LGSC G13 Tiger Pride,https://system.gotsport.com/org_event/events/43740/schedules?team=3167601
Girls U13 Division 6,LSO United LSO United G13,https://system.gotsport.com/org_event/events/43740/schedules?team=3223129
Girls U13 Division 6,Campbell Soccer Club (CSC) CSC U13G Kremer,https://system.gotsport.com/org_event/events/43740/schedules?team=3213384
Girls U13 Division 6,FC Storm FC Storm G13 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3162721
Girls U14 Division 1/2,STAR Rush Cincinnati STAR Rush G2012 Blue,https://system.gotsport.com/org_event/events/43740/schedules?team=3330198
Girls U14 Division 1/2,Clinton Massie SAY Premier Clinton Massie Premier G12,https://system.gotsport.com/org_event/events/43740/schedules?team=3061129
Girls U14 Division 1/2,Independence SC ISC G12 Cobras,https://system.gotsport.com/org_event/events/43740/schedules?team=3222955
Girls U14 Division 1/2,Mercury Mercury Premier 2012 Girls White,https://system.gotsport.com/org_event/events/43740/schedules?team=3224677
Girls U14 Division 1/2,Cincy SC Cincy SC G12 Navy,https://system.gotsport.com/org_event/events/43740/schedules?team=3223342
Girls U14 Division 1/2,Eclipse FC Eclipse East FC Blast White,https://system.gotsport.com/org_event/events/43740/schedules?team=3189881
Girls U14 Division 1/2,LSO United LSO United G12,https://system.gotsport.com/org_event/events/43740/schedules?team=3101520
Girls U14 Division 3,Eclipse FC Eclipse FC Thunder,https://system.gotsport.com/org_event/events/43740/schedules?team=3165226
Girls U14 Division 3,Kolping SC Kolping SC G12 Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217698
Girls U14 Division 3,Little Miami FC Little Miami FC 2012/2013 Girls,https://system.gotsport.com/org_event/events/43740/schedules?team=3200684
Girls U14 Division 3,Fusion FC NKY Fusion FC G12 White,https://system.gotsport.com/org_event/events/43740/schedules?team=3220481
Girls U14 Division 3,Cincinnati United CUSE 12G Barcelona,https://system.gotsport.com/org_event/events/43740/schedules?team=3224382
Girls U14 Division 3,Monroe Premier FC Monroe Premier FC 2012 Girls,https://system.gotsport.com/org_event/events/43740/schedules?team=3262556
Girls U14 Division 3,Inner Cincinnati SA Inner Cincinnati G14,https://system.gotsport.com/org_event/events/43740/schedules?team=3342001
Girls U14 Division 3,Franklin Youth Soccer Association Franklin Premier FC U14 Girls,https://system.gotsport.com/org_event/events/43740/schedules?team=3188274
Girls High School,Kolping SC Kolping SC HSA Black,https://system.gotsport.com/org_event/events/43740/schedules?team=3217756
Girls High School,Kolping SC Kolping SC HSA Orange,https://system.gotsport.com/org_event/events/43740/schedules?team=3217763
Girls High School,Campbell Soccer Club (CSC) CSC U16G Bush,https://system.gotsport.com/org_event/events/43740/schedules?team=3213414
Girls High School,Independence SC ISC Girls HS,https://system.gotsport.com/org_event/events/43740/schedules?team=3244751
Girls High School,Tempest FC Tempest Blue Devils,https://system.gotsport.com/org_event/events/43740/schedules?team=3482675
